society_name,price,location,area
Adani Ten BKC ,₹6.33 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Carpet Area978 sqftUnder ConstructionPoss. by Dec '26Floor9 out of 22TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadSocietyAdani Ten BKCOwnershipFreeholdCar Parking1 OpenBathroom2
Adani Ten BKC ,₹7.86 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai","Super Area1174 sqftStatusReady to MoveFloor1 out of 29TransactionNew PropertyFurnishingUnfurnishedoverlookingGarden/Park, Pool, Main RoadSocietyAdani Ten BKCOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony3"
Adani Ten BKC ,₹10.50 Cr ,"4 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai","Carpet Area1600 sqftStatusReady to MoveTransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingGarden/Park, PoolSocietyAdani Ten BKCOwnershipFreeholdBathroom4"
,₹6.50 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,Carpet Area1292 sqftStatusReady to MoveFloor5 out of 16TransactionResaleFurnishingSemi-FurnishedfacingEastOwnershipCo-operative SocietyCar Parking1 CoveredBathroom3
,₹7.50 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,"Carpet Area1370 sqftStatusReady to MoveFloor3 out of 16TransactionResaleFurnishingSemi-FurnishedfacingSouth - EastoverlookingMain RoadOwnershipCo-operative SocietyCar Parking1 Covered,Bathroom4Balcony1"
,₹13 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,Carpet Area1300 sqftStatusReady to MoveFloor15 out of 22TransactionResaleFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipCo-operative SocietyCar Parking1 OpenBathroom4
World Trade Center,₹3 Cr ,"  Showroom for Sale in World Trade Center, Cuffe Parade Mumbai",Carpet Area740 sqftStatusReady to MoveFloor1 out of 3TransactionResaleCar Parking1 CoveredBathroom2
,₹2.50 Cr ,2 BHK Apartment for Sale in Cuffe Parade Mumbai,Carpet Area500 sqftStatusReady to MoveFloor3 out of 10TransactionResaleFurnishingFurnishedfacingEastOwnershipCo-operative SocietyBathroom2
Jolly Maker Apartment,₹13.50 Cr ,"3 BHK Apartment for Sale in Jolly Maker Apartment, Cuffe Parade Mumbai","Carpet Area1615 sqftStatusReady to MoveFloor10 out of 21TransactionResaleFurnishingFurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadSocietyJolly Maker ApartmentOwnershipFreeholdCar Parking1 CoveredBathroom4Balcony1"
Maker Tower,₹31 Cr ,"4 BHK Apartment for Sale in Maker Tower, Cuffe Parade Mumbai","Carpet Area3100 sqftStatusReady to MoveFloor10 out of 25TransactionResaleFurnishingSemi-FurnishedfacingNorth - WestSocietyMaker TowerOwnershipLeaseholdCar Parking1 Covered,Bathroom5Balcony1"
,₹11 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,Carpet Area1340 sqftStatusReady to MoveFloor3 out of 7TransactionNew PropertyFurnishingSemi-FurnishedBathroom3Balcony1
World Trade Center,₹3.10 Cr ,"  Office Space for Sale in World Trade Center, Cuffe Parade Mumbai",Carpet Area740 sqftStatusReady to MoveTransactionResaleCar Parking1 Covered
,₹6.50 Cr ,3 BHK  House for Sale in Ganesh Murti Nagar Mumbai,Super Area1292 sqftStatusReady to MoveTransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingMain RoadOwnershipFreeholdCar Parking1 OpenBathroom3
Jolly Maker Apartment,₹8.50 Cr ,"2 BHK Apartment for Sale in Jolly Maker Apartment, Cuffe Parade Mumbai",Carpet Area900 sqftStatusReady to MoveFloor19 out of 20TransactionResaleFurnishingUnfurnishedSocietyJolly Maker ApartmentBathroom4
,₹6.19 Cr ,"  Office Space for Sale in Jolly Maker Apartment, Cuffe Parade Mumbai",Carpet Area619 sqftStatusReady to MoveFloor10 out of 14TransactionResaleCar Parking1 CoveredBathroom2
Ameeta Apartments,₹7.50 Cr ,"3 BHK Apartment for Sale in Ameeta Apartments, Cuffe Parade Mumbai",Carpet Area1015 sqftStatusReady to MoveFloor4 out of 13TransactionResaleFurnishingFurnishedSocietyAmeeta ApartmentsBathroom3
Jolly Maker Apartment,₹18.50 Cr ,"3 BHK Apartment for Sale in Jolly Maker Apartment, Cuffe Parade Mumbai",Carpet Area1188 sqftStatusReady to MoveFloor11 out of 26TransactionResaleFurnishingFurnishedSocietyJolly Maker ApartmentBathroom3
,₹11 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,"Carpet Area1342 sqftStatusReady to MoveFloor11 out of 31TransactionResaleFurnishingSemi-FurnishedfacingSouth - EastoverlookingGarden/Park, Main RoadOwnershipCo-operative SocietyCar Parking1 Covered,Bathroom3"
Satnam Apartment,₹7 Cr ,"3 BHK Apartment for Sale in Satnam Apartment, Cuffe Parade Mumbai",Super Area1260 sqftStatusReady to MoveFloor4 out of 16TransactionResaleFurnishingUnfurnishedSocietySatnam ApartmentBathroom3
Jupiter Apartment,₹11 Cr ,"3 BHK Apartment for Sale in Jupiter Apartment, Cuffe Parade Mumbai",Super Area1640 sqftStatusReady to MoveTransactionResaleSocietyJupiter Apartment
Maker Tower,₹2.85 Cr ,"  Shop for Sale in Maker Tower, Cuffe Parade Mumbai",Carpet Area218 sqftStatusReady to MoveFloorGround out of 1TransactionResale
Jolly Maker Apartment,₹18.50 Cr ,"3 BHK Apartment for Sale in Jolly Maker Apartment, Cuffe Parade Mumbai",Super Area1650 sqftStatusReady to MoveFloor11 out of 26TransactionResaleFurnishingFurnishedSocietyJolly Maker ApartmentOwnershipFreeholdCar Parking1 CoveredBathroom3
,₹13.50 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,Carpet Area1835 sqftStatusReady to MoveFloor7 out of 20TransactionResaleFurnishingUnfurnishedOwnershipCo-operative SocietyCar Parking2 CoveredBathroom3
Cuffe Castle,₹7 Cr ,"2 BHK Apartment for Sale in Cuffe Castle, Cuffe Parade Mumbai",Carpet Area1220 sqftStatusReady to MoveFloor5 out of 18TransactionResaleFurnishingFurnishedfacingEastoverlookingMain RoadSocietyCuffe CastleOwnershipCo-operative SocietyCar Parking1 CoveredBathroom3Balcony1
,₹3.30 Cr ,  Office Space for Sale in Ganesh Murti Nagar Mumbai,Super Area740 sqftStatusReady to MoveFloor1 out of 3TransactionResaleCar Parking1 OpenBathroom2
Maker Tower,₹30 Cr ,"4 BHK Apartment for Sale in Maker Tower, Cuffe Parade Mumbai","Carpet Area3000 sqftStatusReady to MoveFloor2 out of 21TransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadSocietyMaker TowerOwnershipLeaseholdCar Parking2 CoveredBathroom5Balcony4"
,₹6.75 Cr ,2 BHK Apartment for Sale in Cuffe Parade Mumbai,Carpet Area850 sqftStatusReady to MoveFloor3 out of 20TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingMain RoadOwnershipLeaseholdBathroom3Balcony1
,₹10.50 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,Carpet Area1340 sqftStatusReady to MoveFloor11 out of 24TransactionNew PropertyFurnishingSemi-FurnishedBathroom2
Hassa Mahal,₹4.50 Cr ,"2 BHK Apartment for Sale in Hassa Mahal, Cuffe Parade Mumbai",Carpet Area800 sqftStatusReady to MoveFloor11 out of 28TransactionResaleFurnishingUnfurnishedSocietyHassa MahalOwnershipCo-operative SocietyCar Parking1 CoveredBathroom2Balcony1
Jupiter Apartment,₹10 Cr ,"3 BHK Apartment for Sale in Jupiter Apartment, Cuffe Parade Mumbai","Carpet Area1342 sqftStatusReady to MoveFloor9 out of 30TransactionResaleFurnishingSemi-FurnishedfacingNorth - WestoverlookingGarden/Park, Main RoadSocietyJupiter ApartmentOwnershipCo-operative SocietyCar Parking1 CoveredBathroom4"
Maker Tower,₹20 Cr ,"4 BHK Apartment for Sale in Maker Tower, Cuffe Parade Mumbai","Carpet Area2100 sqftStatusReady to MoveFloor2 out of 22TransactionResaleFurnishingFurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadSocietyMaker TowerOwnershipLeaseholdCar Parking2 CoveredBathroom5Balcony2"
,₹10 Cr ,3 BHK Apartment for Sale in Cuffe Parade Mumbai,"Carpet Area1350 sqftStatusReady to MoveFloor10 out of 16TransactionResaleFurnishingSemi-FurnishedfacingNorthOwnershipLeaseholdCar Parking1 Covered,Bathroom4Balcony1"
Satnam Apartment,₹8.25 Cr ,"3 BHK Apartment for Sale in Satnam Apartment, Cuffe Parade Mumbai",Carpet Area1258 sqftStatusReady to MoveFloor5 out of 16TransactionResaleFurnishingSemi-FurnishedSocietySatnam ApartmentCar Parking1 OpenBathroom3
,₹39.47 Cr ,"5 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai",Carpet Area5560 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedSocietyEquinox Embassy CitadelBathroom5Balcony4
,₹11.11 Cr ,"4 BHK Apartment for Sale in Raheja imperia 2, Lower Parel West Mumbai",Carpet Area1588 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyRaheja imperia 2Bathroom4Balcony2
,₹11.11 Cr ,"4 BHK Apartment for Sale in Raheja imperia 2, Lower Parel West Mumbai",Carpet Area1588 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyRaheja imperia 2Bathroom4Balcony1
Lodha World Crest,₹8.38 Cr ,"3 BHK Apartment for Sale in Lodha World Crest, Lower Parel Mumbai",Carpet Area1536 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyLodha World CrestBathroom4Balcony3
Raheja imperia 2,₹11.11 Cr ,"4 BHK Apartment for Sale in Raheja imperia 2, Lower Parel West Mumbai",Carpet Area1588 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyRaheja imperia 2Bathroom4Balcony1
Equinox Embassy Citadel,₹13.06 Cr ,"3 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai",Carpet Area1840 sqftUnder ConstructionPoss. by Jun '34TransactionNew PropertyFurnishingUnfurnishedSocietyEquinox Embassy CitadelBathroom4Balcony2
India Bulls Sky Forest,₹17.04 Cr ,"3 BHK Apartment for Sale in India Bulls Sky Forest, Lower Parel Mumbai",Carpet Area3589 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyIndia Bulls Sky ForestBathroom3Balcony3
Equinox Embassy Citadel,₹13.06 Cr ,"3 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai",Carpet Area1840 sqftUnder ConstructionPoss. by Jun '34TransactionNew PropertyFurnishingUnfurnishedSocietyEquinox Embassy CitadelBathroom4Balcony3
Equinox Embassy Citadel,₹13.49 Cr ,"3 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai",Carpet Area1900 sqftUnder ConstructionPoss. by Jun '34TransactionNew PropertyFurnishingUnfurnishedSocietyEquinox Embassy CitadelBathroom3Balcony2
Equinox Embassy Citadel,₹39.47 Cr ,"5 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai",Carpet Area5560 sqftUnder ConstructionPoss. by Jun '34TransactionNew PropertyFurnishingUnfurnishedSocietyEquinox Embassy CitadelBathroom5Balcony4
Raheja imperia 2,₹11.11 Cr ,"4 BHK Apartment for Sale in Raheja imperia 2, Lower Parel West Mumbai",Carpet Area1588 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyRaheja imperia 2Bathroom4Balcony1
,₹18 Cr ,6 BHK Apartment for Sale in Lower Parel West Mumbai,"Carpet Area2800 sqftStatusReady to MoveFloor49 out of 52TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom6Balcony3"
,₹37.62 Cr ,"5 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai",Carpet Area5016 sqftUnder ConstructionPoss. by Jun '34TransactionNew PropertyFurnishingUnfurnishedSocietyEquinox Embassy CitadelCar Parking1 CoveredBathroom5
,₹7.25 Cr ,"3 BHK Apartment for Sale in Marathon Omega, Lower Parel Mumbai",Carpet Area1050 sqftStatusReady to MoveFloor15 out of 20TransactionResaleFurnishingUnfurnishedfacingNorthoverlookingMain RoadSocietyMarathon OmegaOwnershipFreeholdCar Parking2 CoveredBathroom3
Raheja Atlantis,₹4.75 Cr ,"2 BHK Apartment for Sale in Raheja Atlantis, Lower Parel Mumbai","Carpet Area785 sqftStatusReady to MoveFloor11 out of 35TransactionResaleFurnishingFurnishedSocietyRaheja AtlantisOwnershipCo-operative SocietyCar Parking1 Covered,Bathroom2Balcony1"
,₹15 Cr ,"4 BHK Apartment for Sale in Lodha The World Towers, Lower Parel Mumbai",Carpet Area2600 sqftStatusReady to MoveFloor26 out of 78TransactionResaleFurnishingSemi-FurnishedfacingWestSocietyLodha The World TowersOwnershipFreeholdCar Parking3 CoveredBathroom5Balcony4
,₹2.34 Cr ,2 BHK Apartment for Sale in Lower Parel West Mumbai,Carpet Area600 sqftStatusReady to MoveFloorUpper Basement out of 22TransactionNew PropertyFurnishingUnfurnishedfacingNorth - WestoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom2
Equinox Embassy Citadel,₹21 Cr ,"4 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai","Carpet Area3000 sqftUnder ConstructionPoss. by Jul '32Floor25 out of 81TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyEquinox Embassy CitadelOwnershipFreeholdCar Parking3 CoveredBathroom4Balcony1"
Marathon Nextgen Innova,₹11.50 Cr ,"  Office Space for Sale in Marathon Nextgen Innova, Lower Parel Mumbai",Carpet Area2634 sqftStatusReady to MoveFloor6 out of 12TransactionResaleCar Parking4 CoveredBathroom2
Peninsula Corporate Park,₹55 Cr ,"  Office Space for Sale in Peninsula Corporate Park, Lower Parel West Mumbai",Carpet Area9500 sqftStatusReady to MoveFloorGround out of 16TransactionResaleCar Parking15 CoveredBathroom4
,₹1.85 Cr ,1 BHK Apartment for Sale in Lower Parel Mumbai,Carpet Area416 sqftUnder ConstructionPoss. by Dec '26Floor7 out of 22TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom2
Lodha The World Towers,₹16.50 Cr ,"3 BHK Apartment for Sale in Lodha The World Towers, Lower Parel Mumbai","Carpet Area2200 sqftStatusReady to MoveFloor30 out of 65TransactionNew PropertyFurnishingSemi-FurnishedfacingNorthoverlookingGarden/Park, PoolSocietyLodha The World TowersOwnershipCo-operative SocietyCar Parking2 CoveredBathroom5Balcony4"
Raheja imperia 2,₹10.40 Cr ,"4 BHK Apartment for Sale in Raheja imperia 2, Lower Parel West Mumbai","Carpet Area1600 sqftUnder ConstructionPoss. by Dec '29Floor34 out of 63TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadSocietyRaheja imperia 2OwnershipFreeholdCar Parking3 CoveredBathroom5Balcony1"
Raheja imperia 2,₹10.70 Cr ,"5 BHK Apartment for Sale in Raheja imperia 2, Lower Parel West Mumbai","Carpet Area2077 sqftUnder ConstructionPoss. by Dec '28Floor15 out of 62TransactionNew PropertyFurnishingSemi-FurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadSocietyRaheja imperia 2OwnershipFreeholdBathroom5Balcony1"
India Bulls Sky Forest,₹9.25 Cr ,"3 BHK Apartment for Sale in India Bulls Sky Forest, Lower Parel Mumbai","Carpet Area2000 sqftStatusReady to MoveFloor27 out of 50TransactionResaleFurnishingUnfurnishedfacingEastoverlookingPool, Garden/Park, Main RoadSocietyIndia Bulls Sky ForestOwnershipFreeholdBathroom4Balcony2"
Equinox Embassy Citadel,₹13.80 Cr ,"3 BHK Apartment for Sale in Equinox Embassy Citadel, Lower Parel Mumbai","Carpet Area1840 sqftUnder ConstructionPoss. by Jun '34Floor17 out of 81TransactionNew PropertyFurnishingUnfurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadSocietyEquinox Embassy CitadelOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony1"
Indiabulls Sky,₹12.75 Cr ,"2 BHK Apartment for Sale in Indiabulls Sky, Lower Parel Mumbai",Carpet Area1290 sqftStatusReady to MoveFloor25 out of 39TransactionNew PropertyFurnishingFurnishedSocietyIndiabulls SkyBathroom4Balcony1
One Avighna Park,₹35 Cr ,"5 BHK Apartment for Sale in One Avighna Park, Lower Parel Mumbai","Carpet Area4800 sqftStatusReady to MoveFloor30 out of 61TransactionResaleFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadSocietyOne Avighna ParkOwnershipFreeholdCar Parking2 CoveredBathroom6Balcony2"
,₹2.49 Cr ,2 BHK Apartment for Sale in Lower Parel West Mumbai,Carpet Area587 sqftUnder ConstructionPoss. by Dec '26Floor12 out of 22TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/ParkOwnershipCo-operative SocietyCar Parking1 CoveredBathroom2
Raheja imperia 2,₹11.71 Cr ,"5 BHK Apartment for Sale in Raheja imperia 2, Lower Parel West Mumbai","Carpet Area2077 sqftUnder ConstructionPoss. by Dec '29Floor41 out of 65TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadSocietyRaheja imperia 2OwnershipFreeholdCar Parking4 CoveredBathroom6Balcony2"
Sobha Rajvilas,₹4.14 Cr ,3 BHK Flat for Sale in Rajajinagar Bangalore,Super Area1982 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Sobha Rajvilas,₹5.95 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Super Area2848 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom5Balcony3
Sobha Rajvilas,₹4.18 Cr ,3 BHK Flat for Sale in Rajajinagar Bangalore,Super Area2001 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Sobha Rajvilas,₹4.53 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Super Area2171 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Sobha Rajvilas,₹4.53 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Super Area2171 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Sobha Rajvilas,₹4.18 Cr ,3 BHK Flat for Sale in Rajajinagar Bangalore,Super Area2001 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Sobha Rajvilas,₹5.95 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Super Area2848 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom5Balcony3
Sobha Rajvilas,₹4.14 Cr ,3 BHK Flat for Sale in Rajajinagar Bangalore,Super Area1982 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Sobha Rajvilas,₹4.49 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Carpet Area1520 sqftStatusReady to MoveFloor9 out of 25TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingMain RoadCar Parking1 CoveredBathroom4Balcony2
DNR Highline,₹3.72 Cr ,3 BHK Flat for Sale in 1st Block Rajajinagar Bangalore,Carpet Area1400 sqftUnder ConstructionPoss. by May '26Floor25 out of 30TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/ParkOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony2
DNR Highline,₹9.70 Cr ,5 BHK Flat for Sale in Rajajinagar Bangalore,Carpet Area3363 sqftUnder ConstructionPoss. by Oct '26Floor28 out of 36TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/ParkOwnershipFreeholdCar Parking2 CoveredBathroom5Balcony3
Sobha Rajvilas,₹6.15 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,"Carpet Area1680 sqftStatusReady to MoveFloorUpper Basement out of 13TransactionResaleFurnishingSemi-FurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony4"
Brigade Gateway,₹5.50 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,"Carpet Area2100 sqftStatusReady to MoveFloor12 out of 18TransactionResaleFurnishingSemi-FurnishedfacingSouth -WestoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony3"
Sobha Rajvilas,₹6.05 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Super Area2848 sqftStatusReady to MoveFloor2 out of 2TransactionResaleFurnishingSemi-FurnishedfacingNorthoverlookingPoolOwnershipFreeholdCar Parking1 CoveredBathroom4Balcony2
Sobha Rajvilas,₹4.75 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Carpet Area1800 sqftStatusReady to MoveFloor8 out of 25TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/ParkOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony2
Sobha Rajvilas,₹4.70 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Carpet Area1700 sqftStatusReady to MoveFloor9 out of 25TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/ParkOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony2
DNR Highline,₹9.77 Cr ,5 BHK Flat for Sale in Rajajinagar Bangalore,Carpet Area3363 sqftUnder ConstructionPoss. by Oct '26Floor9 out of 36TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/ParkOwnershipFreeholdCar Parking1 CoveredBathroom5Balcony3
DNR Highline,₹3.54 Cr ,3 BHK Flat for Sale in Rajajinagar Bangalore,Carpet Area1690 sqftUnder ConstructionPoss. by Oct '26Floor11 out of 36TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/ParkOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony2
DNR Highline,₹3.65 Cr ,3 BHK Flat for Sale in Rajajinagar Bangalore,"Carpet Area1690 sqftUnder ConstructionPoss. by May '26Floor15 out of 36TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony2"
Sobha Rajvilas,₹4.65 Cr ,4 BHK Flat for Sale in Rajajinagar Bangalore,Carpet Area1800 sqftStatusReady to MoveFloor8 out of 25TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/ParkOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2
DNR Highline,₹10 Cr ,5 BHK Flat for Sale in Rajajinagar Bangalore,"Super Area5153 sqftUnder ConstructionPoss. by Oct '26Floor27 out of 32TransactionResaleFurnishingUnfurnishedfacingEastoverlookingPool, Garden/ParkOwnershipFreeholdCar Parking2 CoveredBathroom5Balcony3"
