society_name,price,City,sqft,furnished_status,bhk
Elan Miracle,10500000.0,Gurgaon,350,Unfurnished,4.0
Elan Miracle,14000000.0,Gurgaon,500,Unfurnished,4.0
SS Linden Floors,34000000.0,Gurgaon,3761,Unfurnished,4.0
SS Linden Floors,38500000.0,Gurgaon,4392,Unfurnished,4.0
SS Linden Floors,36000000.0,Gurgaon,3240,Unfurnished,5.0
SS Linden Floors,26500000.0,Gurgaon,2637,Unfurnished,4.0
SS Linden Floors,26000000.0,Gurgaon,2682,Unfurnished,4.0
SS Linden Floors,37500000.0,Gurgaon,4140,Unfurnished,4.0
Lamose Gratitude 84,23200000.0,Gurgaon,1635,Unfurnished,3.0
F Residences Merlin,17600000.0,Kolkata,1340,Unfurnished,4.0
SRIPSK Palladina,46900000.0,Kolkata,3350,Unfurnished,4.0
Shriram Grand City,4740000.0,Kolkata,1121,Unfurnished,3.0
Siddha Suburbia,4490000.0,Kolkata,920,Unfurnished,2.0
Bengal RBM The Preserve,7200000.0,Kolkata,548,Unfurnished,2.0
SKDJ Nidhara,40800000.0,Kolkata,3627,Unfurnished,5.0
Siddha Serena,10100000.0,Kolkata,1030,Unfurnished,3.0
Anandvann,8860000.0,Kolkata,582,Unfurnished,2.0
Merlin Serenia,12800000.0,Kolkata,1407,Unfurnished,4.0
Morya Phase 2,29000000.0,Kolkata,1688,Unfurnished,4.0
DTC Still Waters,14800000.0,Kolkata,2030,Unfurnished,4.0
Srijan Eternia,7240000.0,Kolkata,821,Unfurnished,3.0
DTC Downtown Phase 1,9600000.0,Kolkata,914,Unfurnished,3.0
Oiendrila Moni Sunrise,5440000.0,Kolkata,1108,Unfurnished,3.0
Eden Willow Estate,4440000.0,Kolkata,662,Unfurnished,3.0
Anantmani,44800000.0,Kolkata,3181,Unfurnished,4.0
Navyug Magnolia,43300000.0,Kolkata,3008,Unfurnished,3.0
Pravya,17700000.0,Kolkata,2143,Unfurnished,4.0
DTC Sojon,5220000.0,Kolkata,960,Unfurnished,2.0
Srijan Optima,6120000.0,Kolkata,922,Unfurnished,2.0
Merlin Rise Sports Republic Phase 1 A,9420000.0,Kolkata,970,Unfurnished,2.0
Sugam Urban Lakes Phase II,8000000.0,Kolkata,1579,Unfurnished,4.0
Godrej Elevate at Godrej Seven,8880000.0,Kolkata,888,Unfurnished,3.0
Godrej Blue,37500000.0,Kolkata,2514,Unfurnished,4.0
SKDJ Nidhara,24600000.0,Kolkata,2189,Unfurnished,3.0
Merlin Avana,9720000.0,Kolkata,1028,Unfurnished,3.0
Ruchi Angelica Towers at Active Acres,14000000.0,Kolkata,1604,Unfurnished,4.0
Khaitan Prudent Gokulam,6360000.0,Kolkata,848,Unfurnished,3.0
SRIPSK Palladina,69500000.0,Kolkata,4965,Unfurnished,4.0
South City,27500000.0,Kolkata,1239,Furnished,3.0
Upohar The Condoville,16000000.0,Kolkata,1843,Furnished,3.0
Hiland Park,10000000.0,Kolkata,1264,Furnished,3.0
South City,40000000.0,Kolkata,1954,Furnished,3.0
Sugam Park,6500000.0,Kolkata,1470,Unfurnished,3.0
Mani Megh Mani,31500000.0,Kolkata,1734,Furnished,3.0
Bengal Peerless Avidipta Phase 2,6500000.0,Kolkata,698,Unfurnished,2.0
Diamond City South,11200000.0,Kolkata,1100,Unfurnished,3.0
Bengal Peerless Avidipta,20000000.0,Kolkata,1430,Unfurnished,3.0
Vinayak Amara,24700000.0,Kolkata,1516,Unfurnished,4.0
Srijan Town Square,40700000.0,Kolkata,2979,Unfurnished,4.0
DTC Still Waters,15400000.0,Kolkata,2030,Unfurnished,4.0
PS Vaanya,32700000.0,Kolkata,2185,Unfurnished,4.0
Siom Mani Casa 2,18200000.0,Kolkata,1166,Unfurnished,3.0
DTC Still Waters,8800000.0,Kolkata,1160,Unfurnished,3.0
Srijan Town Square,27500000.0,Kolkata,2017,Unfurnished,3.0
Ambuja Urvisha The Condoville,23200000.0,Kolkata,1717,Unfurnished,3.0
PS Vaanya,32500000.0,Kolkata,2185,Unfurnished,4.0
Imagine Techpark,24000000.0,Kolkata,1600,Unfurnished,3.0
Mani Casa,13000000.0,Kolkata,880,Unfurnished,2.0
DTC Still Waters,15500000.0,Kolkata,1160,Unfurnished,3.0
Alaktika Complex,16000000.0,Kolkata,2238,Unfurnished,4.0
Mani Casadona,30000000.0,Kolkata,3238,Unfurnished,3.0
Ambuja Urvisha The Condoville,26000000.0,Kolkata,1299,Unfurnished,3.0
Vinayak Amara,23900000.0,Kolkata,1516,Unfurnished,4.0
Bengal Urbana Phase 2,75000000.0,Kolkata,2846,Unfurnished,4.0
Pasari and Deepam Marinas Edge,32500000.0,Kolkata,1509,Unfurnished,3.0
Ambuja Urvisha The Condoville,25500000.0,Kolkata,1717,Furnished,3.0
PS Vaanya,56000000.0,Kolkata,4400,Unfurnished,5.0
Srijan Town Square,37500000.0,Kolkata,2703,Unfurnished,4.0
Riviera Majestica,30200000.0,Ahmedabad,2772,Unfurnished,5.0
Turquoise Rosedale,7500000.0,Ahmedabad,856,Unfurnished,3.0
Safal Niwa,7930000.0,Ahmedabad,862,Unfurnished,3.0
Riviera Majestica,22700000.0,Ahmedabad,1858,Unfurnished,4.0
Armonia Sky,5100000.0,Ahmedabad,1390,Unfurnished,2.0
Riviera Palacio,45900000.0,Ahmedabad,3815,Unfurnished,4.0
Swati Trinity,82200000.0,Ahmedabad,8951,Unfurnished,4.0
Orchid Valley,6840000.0,Ahmedabad,472,Unfurnished,4.0
Aravalli By Ratnaakar,97500000.0,Ahmedabad,855,Unfurnished,4.0
Safal Riviera Aspire,23500000.0,Ahmedabad,1611,Furnished,3.0
Safal Niwa,14600000.0,Ahmedabad,1558,Unfurnished,4.0
Safal Riviera Aspire,32000000.0,Ahmedabad,2738,Unfurnished,4.0
Shilp Revanta,6040000.0,Ahmedabad,1510,Unfurnished,3.0
Vraj Garden,71500000.0,Ahmedabad,8586,Unfurnished,4.0
Goyal Riviera Elite,29300000.0,Ahmedabad,2052,Unfurnished,4.0
Turquoise Greenz,7900000.0,Ahmedabad,1700,Unfurnished,3.0
Green Legacy,8700000.0,Ahmedabad,1850,Unfurnished,3.0
DRA Infinique,24000000.0,Chennai,2058,Unfurnished,4.0
Prestige Pallava Gardens,17500000.0,Chennai,1018,Unfurnished,3.0
Sameera Elite Garden,15100000.0,Chennai,1888,Unfurnished,3.0
Radiance Eternity,33700000.0,Chennai,2711,Unfurnished,4.0
Sameera New Vision Township,14100000.0,Chennai,2666,Unfurnished,3.0
The World Of Joy,7010000.0,Chennai,635,Unfurnished,3.0
Casagrand Avenue Park,19700000.0,Chennai,2104,Unfurnished,3.0
Gnanasundaram Kokilam,12900000.0,Chennai,1357,Unfurnished,3.0
Brigade Altius,69100000.0,Chennai,5054,Unfurnished,4.0
TVS Emerald Verde Vista,10800000.0,Chennai,1200,Unfurnished,3.0
VR Fortuna,3600000.0,Chennai,800,Unfurnished,3.0
Shriram 122 West,7780000.0,Chennai,1157,Unfurnished,3.0
Urbanrise The Lakes Edge,9610000.0,Chennai,1160,Unfurnished,2.0
Budget Aadhavan Garden,3290000.0,Chennai,1566,Unfurnished,3.0
Urbanrise Whispers of Sky,18200000.0,Chennai,1063,Unfurnished,4.0
Quoins White Town Villas,12400000.0,Chennai,1780,Unfurnished,4.0
Brigade Altius,25400000.0,Chennai,1857,Unfurnished,3.0
Rohaan Daisy Garden,8270000.0,Chennai,1088,Unfurnished,3.0
Provident Bayscape,8960000.0,Chennai,1400,Unfurnished,3.0
DRA 90 Degrees,11500000.0,Chennai,1068,Unfurnished,2.0
NCC Urban Ivy Towers,16700000.0,Chennai,1203,Unfurnished,3.0
Godrej Azure,21600000.0,Chennai,2720,Unfurnished,4.0
Roohi Aswat,10000000.0,Chennai,900,Furnished,2.0
BRIGADE ICON,70000000.0,Chennai,1875,Unfurnished,3.0
Chitale  Amara Aneja,69900000.0,Chennai,2413,Unfurnished,4.0
BRIGADE ICON,86700000.0,Chennai,2290,Unfurnished,4.0
AR Amara Amethyst,108500000.0,Chennai,3262,Unfurnished,4.0
TVS Emerald Luxor,42300000.0,Chennai,2665,Unfurnished,4.0
EK The Arc,60100000.0,Chennai,2981,Unfurnished,4.0
TVS Emerald Luxor,31800000.0,Chennai,1999,Unfurnished,3.0
TVS Emerald Luxor,50100000.0,Chennai,2601,Unfurnished,4.0
TVS Emerald Luxor,26200000.0,Chennai,1467,Unfurnished,2.0
Ankur Palm Springs,15000000.0,Chennai,1584,Unfurnished,3.0
Newry Spring Residences,20500000.0,Chennai,1283,Unfurnished,3.0
Tulive Viha,26800000.0,Chennai,1800,Unfurnished,4.0
Newry Spring Residences,13600000.0,Chennai,255,Unfurnished,2.0
TVS Emerald Luxor,70000000.0,Chennai,3379,Unfurnished,4.0
TVS Emerald Luxor,42900000.0,Chennai,2601,Furnished,4.0
TVS Emerald Luxor,29900000.0,Chennai,1474,Unfurnished,3.0
The Metrozone,27500000.0,Chennai,2062,Unfurnished,3.0
Ramaniyam Manasa,35000000.0,Chennai,1700,Furnished,3.0
AVR Evania,28100000.0,Hyderabad,3315,Unfurnished,3.0
Brigade Enclave,30000000.0,Hyderabad,2632,Unfurnished,4.0
JBs Serene County II,5200000.0,Hyderabad,1800,Unfurnished,3.0
Team4 Aria,16600000.0,Hyderabad,2285,Unfurnished,3.0
Godrej Regal Pavilion,11300000.0,Hyderabad,1351,Unfurnished,2.0
Pacifica Hillcrest Phase 2,23000000.0,Hyderabad,1699,Unfurnished,4.0
Urbanrise Sky Habitat,18900000.0,Hyderabad,2309,Unfurnished,4.0
Aspire Spaces Prestige Golden Grove,21900000.0,Hyderabad,3013,Unfurnished,4.0
Altitudes By DSR,17300000.0,Hyderabad,2278,Unfurnished,3.0
Myscape Songs of the Sun,34700000.0,Hyderabad,2025,Unfurnished,4.0
Casagrand Evon,16200000.0,Hyderabad,2140,Unfurnished,3.0
Vajra West City,32100000.0,Hyderabad,4400,Unfurnished,4.0
Nikhila Royal Pavilion,16900000.0,Hyderabad,2695,Unfurnished,4.0
Svadha Mackennas,15100000.0,Hyderabad,2330,Unfurnished,3.0
Fortune Suraj Bhan Grande,41000000.0,Hyderabad,3910,Unfurnished,4.0
DSR The Classe,47200000.0,Hyderabad,3939,Unfurnished,4.0
The Prestige City,9080000.0,Hyderabad,1179,Unfurnished,2.0
Candeur Twins,16000000.0,Hyderabad,2032,Unfurnished,3.0
Skymarq By DSR,62700000.0,Hyderabad,5454,Unfurnished,4.0
Fortune Suraj Bhan Grande,45500000.0,Hyderabad,4339,Unfurnished,4.0
Myscape Songs of the Sun,30500000.0,Hyderabad,1732,Unfurnished,3.0
Altitudes By DSR,17300000.0,Hyderabad,2277,Unfurnished,3.0
Rajapushpa Sierra,18300000.0,Hyderabad,2555,Unfurnished,3.0
Regal Bliss Villas,16200000.0,Hyderabad,2900,Unfurnished,3.0
Aparna Dharti,32700000.0,Hyderabad,7182,Unfurnished,3.0
AVLs Samskruthi,15400000.0,Hyderabad,2210,Unfurnished,3.0
Suvarna Srinivasam II,6680000.0,Hyderabad,2403,Unfurnished,3.0
Bhuvana  Harmony Woods,12500000.0,Hyderabad,4500,Unfurnished,3.0
DSR The World At Jubilee Hills,127500000.0,Hyderabad,8499,Unfurnished,5.0
Phoneix Halcyon,87500000.0,Hyderabad,6358,Unfurnished,4.0
Sai Vaibhavi Valero,54000000.0,Hyderabad,3800,Furnished,4.0
Phoenix Everest,85000000.0,Hyderabad,5358,Furnished,4.0
Pavani Homes,30000000.0,Hyderabad,2212,Furnished,3.0
Nandagiri Hills,120000000.0,Hyderabad,4000,Furnished,4.0
Sai Vaibhavi Valero,50000000.0,Hyderabad,3826,Furnished,4.0
Aparna Aura,30000000.0,Hyderabad,2384,Furnished,3.0
Western Plaza,11100000.0,Hyderabad,1715,Furnished,2.0
Aditya Hill Crest,40000000.0,Hyderabad,3900,Furnished,3.0
The Valencia,38800000.0,Hyderabad,2019,Unfurnished,3.0
Namo Shivams Elite,25200000.0,Hyderabad,1500,Unfurnished,3.0
Banjara Hills 1,9900000.0,Hyderabad,1700,Unfurnished,3.0
Lakshmi Kohinoor Residency,33600000.0,Hyderabad,2700,Furnished,4.0
The Down Town Apartments,24200000.0,Hyderabad,1920,Furnished,3.0
Vishnus Blue Lotus,34900000.0,Hyderabad,3250,Furnished,4.0
Kanthi Avenue,14000000.0,Hyderabad,1400,Furnished,3.0
Sri Aditya Lifestyle,100000000.0,Hyderabad,5330,Furnished,4.0
Trendset Sumanjali,80000000.0,Hyderabad,3765,Furnished,4.0
Ashoka Asha Abode,27500000.0,Hyderabad,2300,Furnished,3.0
Swarna Heavens,21000000.0,Hyderabad,2400,Furnished,3.0
Shanta Sriram Dukes Galaxy,30000000.0,Hyderabad,1700,Unfurnished,3.0
Banjara Hills 1,21500000.0,Hyderabad,1910,Furnished,3.0
Fortunr Icon,43000000.0,Hyderabad,3005,Furnished,3.0
Krishnas Arena,27700000.0,Hyderabad,1564,Unfurnished,4.0
Namishree Vrindavan,13600000.0,Hyderabad,1710,Unfurnished,3.0
Candeur Lakescape,17700000.0,Hyderabad,2029,Unfurnished,3.0
Aparna Serene Park,21800000.0,Hyderabad,1615,Furnished,3.0
Sumadhura Acropolis,16000000.0,Hyderabad,1245,Furnished,2.0
NJR Sreenivasam,21600000.0,Hyderabad,1787,Unfurnished,3.0
BSCPL Bollineni Bion,46900000.0,Hyderabad,2374,Furnished,4.0
Vessella Woods,81100000.0,Hyderabad,4146,Unfurnished,4.0
Vasavi GP Trend,20800000.0,Hyderabad,1845,Unfurnished,3.0
Technopolis Solitaire Unity,20100000.0,Hyderabad,2300,Unfurnished,4.0
Hallmark Altus,19900000.0,Hyderabad,1700,Unfurnished,3.0
Niharika Skyline ,18000000.0,Hyderabad,1000,Unfurnished,3.0
Aparna Luxor Park,14400000.0,Hyderabad,1950,Unfurnished,3.0
Lakshmi Cadillac,20300000.0,Hyderabad,2141,Unfurnished,3.0
Sumadhura Acropolis,34000000.0,Hyderabad,2092,Furnished,3.0
SMR Vinay Iconia,32500000.0,Hyderabad,3285,Unfurnished,4.0
Candeur Lakescape,16000000.0,Hyderabad,1917,Unfurnished,3.0
Auro The Regent,16600000.0,Hyderabad,1585,Unfurnished,3.0
Indis Viva City,14900000.0,Hyderabad,1457,Unfurnished,2.0
Namishree Vrindavan,20900000.0,Hyderabad,2790,Unfurnished,4.0
Candeur Lakescape,17700000.0,Hyderabad,1591,Unfurnished,3.0
Namishree Vrindavan,25300000.0,Hyderabad,3375,Unfurnished,4.0
Auro The Pearl,75600000.0,Hyderabad,5400,Unfurnished,4.0
D Address,40000000.0,Hyderabad,3166,Furnished,4.0
Cybercity Marina Skies,13000000.0,Hyderabad,1210,Furnished,2.0
Lodha Bellezza,55500000.0,Hyderabad,4761,Unfurnished,4.0
My Home Bhooja,100000000.0,Hyderabad,4070,Furnished,4.0
NCC Urban Gardenia,61500000.0,Hyderabad,3250,Furnished,4.0
Aditya Capitol Heights,16500000.0,Hyderabad,1950,Unfurnished,3.0
My Home Bhooja,86000000.0,Hyderabad,2500,Furnished,4.0
NCC Urban Gardenia,55000000.0,Hyderabad,3480,Furnished,4.0
Cybercity Rainbow Vistas,22200000.0,Hyderabad,2160,Furnished,3.0
Shreemukh 360 Life,30500000.0,Hyderabad,2200,Unfurnished,3.0
Aditya Sunshine,24500000.0,Hyderabad,2470,Unfurnished,3.0
Cybercity Marina Skies,13500000.0,Hyderabad,1160,Furnished,2.0
Prestige Ivy League,57000000.0,Hyderabad,3049,Furnished,4.0
Cybercity Marina Skies,12900000.0,Hyderabad,1160,Furnished,2.0
NCC Urban Gardenia,60000000.0,Hyderabad,2514,Furnished,4.0
My Home Bhooja,105000000.0,Hyderabad,4070,Furnished,4.0
My Home Bhooja,79000000.0,Hyderabad,3430,Furnished,3.0
My Home Bhooja,59700000.0,Hyderabad,2595,Furnished,3.0
My Home Bhooja,61000000.0,Hyderabad,2680,Furnished,3.0
Asian Sun City,43800000.0,Hyderabad,4295,Furnished,3.0
NCC Urban Gardenia,54000000.0,Hyderabad,4146,Unfurnished,5.0
Cybercity Rainbow Vistas,14000000.0,Hyderabad,1500,Furnished,3.0
HM Central Park,168300000.0,Mumbai,1725,Unfurnished,5.0
Kalpataru Prive,429300000.0,Mumbai,3435,Unfurnished,4.0
Lodha Seamont,405000000.0,Mumbai,3000,Unfurnished,4.0
Runwal Malabar,312000000.0,Mumbai,2600,Unfurnished,4.0
Lodha Seamont,150000000.0,Mumbai,1560,Furnished,3.0
Dhuleva Seven,220400000.0,Mumbai,2449,Unfurnished,4.0
Anita Building,155000000.0,Mumbai,1550,Furnished,3.0
Lodha Seamont,149900000.0,Mumbai,1350,Furnished,3.0
Arkade Rise,200000000.0,Mumbai,1590,Furnished,4.0
Lodha Seamont,92900000.0,Mumbai,1450,Unfurnished,2.0
Malabar Apartments,90000000.0,Mumbai,1123,Unfurnished,2.0
Lodha Seamont,92900000.0,Mumbai,1713,Unfurnished,2.0
Lodha Seamont,92900000.0,Mumbai,1370,Unfurnished,2.0
Satellite Sesen,500000000.0,Mumbai,10,Unfurnished,10.0
Rustomjee Ashiana,102500000.0,Mumbai,1578,Unfurnished,3.0
Kalpataru Amare,240500000.0,Mumbai,3700,Unfurnished,5.0
Rustomjee Ashiana,155000000.0,Mumbai,1954,Unfurnished,4.0
Ajod One,54500000.0,Mumbai,988,Unfurnished,3.0
Parinee Elenora,82800000.0,Mumbai,1354,Unfurnished,4.0
Rishabraj Trident,86500000.0,Mumbai,1574,Unfurnished,3.0
Govind Vihar Apartment,180000000.0,Mumbai,2599,Furnished,4.0
Bharat Juhu Acropolis,77500000.0,Mumbai,1240,Furnished,3.0
Kalpataru Amare,99400000.0,Mumbai,1406,Unfurnished,3.0
Kalpataru Amare,114100000.0,Mumbai,1406,Furnished,3.0
Kalpataru Amare,88500000.0,Mumbai,1700,Unfurnished,3.0
K Raheja Maestro,239900000.0,Mumbai,2864,Furnished,4.0
Options Kinara,69700000.0,Mumbai,1163,Furnished,3.0
Gurukrupa Alaknanda,85000000.0,Mumbai,1458,Unfurnished,3.0
Kalpataru Amare,104900000.0,Mumbai,1899,Furnished,4.0
Kalpataru Amare,97500000.0,Mumbai,1406,Unfurnished,3.0
Kalpataru Amare,137000000.0,Mumbai,1845,Furnished,4.0
Adani Ten BKC ,120500000.0,Mumbai,2409,Unfurnished,3.0
Radius 10 BKC,63400000.0,Mumbai,976,Unfurnished,3.0
Radius 10 BKC,93600000.0,Mumbai,1442,Unfurnished,3.0
Adani Ten BKC ,93000000.0,Mumbai,1432,Unfurnished,3.0
Radius 10 BKC,155900000.0,Mumbai,2237,Unfurnished,4.0
Adani Ten BKC ,106500000.0,Mumbai,1400,Unfurnished,4.0
Jade Gardens,65000000.0,Mumbai,1370,Furnished,3.0
Adani Ten BKC ,85000000.0,Mumbai,1429,Furnished,3.0
Adani Ten BKC ,87000000.0,Mumbai,1450,Unfurnished,3.0
Adani Ten BKC ,167700000.0,Mumbai,2237,Unfurnished,4.0
Adani Ten BKC ,63300000.0,Mumbai,978,Unfurnished,3.0
Adani Ten BKC ,78600000.0,Mumbai,1174,Unfurnished,3.0
Adani Ten BKC ,105000000.0,Mumbai,1600,Furnished,4.0
World Trade Center,30000000.0,Mumbai,740,Furnished,3.0
Jolly Maker Apartment,135000000.0,Mumbai,1615,Furnished,3.0
Maker Tower,310000000.0,Mumbai,3100,Furnished,4.0
World Trade Center,31000000.0,Mumbai,740,Furnished,3.0
Jolly Maker Apartment,85000000.0,Mumbai,900,Unfurnished,2.0
Ameeta Apartments,75000000.0,Mumbai,1015,Furnished,3.0
Jolly Maker Apartment,185000000.0,Mumbai,1188,Furnished,3.0
Satnam Apartment,70000000.0,Mumbai,1260,Unfurnished,3.0
Jupiter Apartment,110000000.0,Mumbai,1640,Unfurnished,3.0
Maker Tower,28500000.0,Mumbai,218,Unfurnished,3.0
Jolly Maker Apartment,185000000.0,Mumbai,1650,Furnished,3.0
Cuffe Castle,70000000.0,Mumbai,1220,Furnished,2.0
Maker Tower,300000000.0,Mumbai,3000,Furnished,4.0
Hassa Mahal,45000000.0,Mumbai,800,Unfurnished,2.0
Jupiter Apartment,100000000.0,Mumbai,1342,Furnished,3.0
Maker Tower,200000000.0,Mumbai,2100,Furnished,4.0
Satnam Apartment,82500000.0,Mumbai,1258,Furnished,3.0
Lodha World Crest,83800000.0,Mumbai,1536,Unfurnished,3.0
Raheja imperia 2,111100000.0,Mumbai,1588,Unfurnished,4.0
India Bulls Sky Forest,170400000.0,Mumbai,3589,Unfurnished,3.0
Equinox Embassy Citadel,134900000.0,Mumbai,1900,Unfurnished,3.0
Equinox Embassy Citadel,394700000.0,Mumbai,5560,Unfurnished,5.0
Raheja Atlantis,47500000.0,Mumbai,785,Furnished,2.0
Equinox Embassy Citadel,210000000.0,Mumbai,3000,Unfurnished,4.0
Marathon Nextgen Innova,115000000.0,Mumbai,2634,Unfurnished,3.0
Lodha The World Towers,165000000.0,Mumbai,2200,Furnished,3.0
Raheja imperia 2,104000000.0,Mumbai,1600,Furnished,4.0
Raheja imperia 2,107000000.0,Mumbai,2077,Furnished,5.0
India Bulls Sky Forest,92500000.0,Mumbai,2000,Unfurnished,3.0
Equinox Embassy Citadel,138000000.0,Mumbai,1840,Unfurnished,3.0
Indiabulls Sky,127500000.0,Mumbai,1290,Furnished,2.0
One Avighna Park,350000000.0,Mumbai,4800,Unfurnished,5.0
Raheja imperia 2,117100000.0,Mumbai,2077,Furnished,5.0
Sobha Rajvilas,59500000.0,Bangalore,2848,Unfurnished,4.0
Sobha Rajvilas,41800000.0,Bangalore,2001,Unfurnished,3.0
Sobha Rajvilas,44900000.0,Bangalore,1520,Furnished,4.0
DNR Highline,37200000.0,Bangalore,1400,Furnished,3.0
DNR Highline,97000000.0,Bangalore,3363,Unfurnished,5.0
Sobha Rajvilas,61500000.0,Bangalore,1680,Furnished,4.0
Brigade Gateway,55000000.0,Bangalore,2100,Furnished,4.0
Sobha Rajvilas,60500000.0,Bangalore,2848,Furnished,4.0
Sobha Rajvilas,47500000.0,Bangalore,1800,Unfurnished,4.0
Sobha Rajvilas,47000000.0,Bangalore,1700,Unfurnished,4.0
DNR Highline,97700000.0,Bangalore,3363,Unfurnished,5.0
DNR Highline,35400000.0,Bangalore,1690,Unfurnished,3.0
DNR Highline,36500000.0,Bangalore,1690,Unfurnished,3.0
Sobha Rajvilas,46500000.0,Bangalore,1800,Unfurnished,4.0
DNR Highline,100000000.0,Bangalore,5153,Unfurnished,5.0
DNR Highline,99000000.0,Bangalore,3610,Unfurnished,5.0
DNR Highline,55000000.0,Bangalore,2050,Unfurnished,4.0
Brigade Gateway,35000000.0,Bangalore,1400,Furnished,3.0
Sobha Rajvilas,45000000.0,Bangalore,2500,Unfurnished,4.0
Sobha Rajvilas,42500000.0,Bangalore,1387,Furnished,3.0
Sobha Rajvilas,42500000.0,Bangalore,1400,Furnished,3.0
Sobha Rajvilas,39000000.0,Bangalore,2100,Furnished,3.0
Brigade Gateway,50000000.0,Bangalore,1900,Furnished,4.0
K Raheja Vivarea,93300000.0,Bangalore,2809,Unfurnished,3.0
Sterling Infinia,47500000.0,Bangalore,2439,Unfurnished,3.0
Sobha Morzaria Grandeur,54600000.0,Bangalore,2735,Unfurnished,3.0
Advaitha Aksha,27600000.0,Bangalore,1999,Unfurnished,3.0
G Corp Residences ,38000000.0,Bangalore,1517,Furnished,3.0
KMB La Palazzo,86500000.0,Bangalore,4893,Furnished,4.0
Radiance Platinum,35400000.0,Bangalore,1800,Unfurnished,3.0
Radiance Platinum,50000000.0,Bangalore,2700,Unfurnished,4.0
Shriram Esquire,37700000.0,Bangalore,1318,Unfurnished,3.0
Radiance Platinum,49000000.0,Bangalore,3010,Unfurnished,4.0
SJR Palazza City,26500000.0,Bangalore,1400,Furnished,3.0
DNR Spring Leaf,14800000.0,Bangalore,1750,Unfurnished,3.0
DNR Spring Leaf,22800000.0,Bangalore,1633,Unfurnished,3.0
DNR Spring Leaf,22800000.0,Bangalore,957,Unfurnished,3.0
Prestige Pinewood,37300000.0,Bangalore,1300,Unfurnished,3.0
Prestige Pinewood,29000000.0,Bangalore,1050,Unfurnished,3.0
Shriram Esquire,35000000.0,Bangalore,1500,Unfurnished,3.0
Shriram Esquire,35000000.0,Bangalore,1600,Unfurnished,3.0
KMB La Palazzo,91000000.0,Bangalore,3200,Furnished,4.0
Shriram Esquire,51200000.0,Bangalore,2360,Unfurnished,4.0
Prestige Pinewood,62500000.0,Bangalore,2502,Furnished,4.0
Prestige Pinewood,69500000.0,Bangalore,1703,Furnished,4.0
Raheja Residency,23500000.0,Bangalore,1436,Furnished,3.0
Vaswani Starlight,38700000.0,Bangalore,2730,Unfurnished,3.0
Brigade Avalon,64200000.0,Bangalore,2187,Unfurnished,4.0
Ankuraa Pristine Park,28200000.0,Bangalore,2439,Unfurnished,4.0
Ankuraa Pristine Park,15200000.0,Bangalore,1289,Unfurnished,2.0
Evergreen at Prestige Raintree Park,16400000.0,Bangalore,1177,Unfurnished,2.0
Prestige Raintree Park,28400000.0,Bangalore,2004,Unfurnished,3.0
Vrise The Loft,27100000.0,Bangalore,2244,Unfurnished,3.0
Evergreen at Prestige Raintree Park,32000000.0,Bangalore,2299,Unfurnished,4.0
NVT OIKOS,62500000.0,Bangalore,4069,Unfurnished,4.0
Sumadhura Edition,26300000.0,Bangalore,1780,Unfurnished,3.0
Brigade Avalon,48700000.0,Bangalore,1612,Unfurnished,3.0
Prestige Ozone,64200000.0,Bangalore,4800,Unfurnished,4.0
Evergreen at Prestige Raintree Park,32300000.0,Bangalore,2299,Unfurnished,4.0
Prestige Raintree Park,52400000.0,Bangalore,3692,Unfurnished,5.0
Evergreen at Prestige Raintree Park,22100000.0,Bangalore,1504,Unfurnished,2.0
DSR Elixir,47500000.0,Bangalore,4615,Unfurnished,4.0
Evergreen at Prestige Raintree Park,25800000.0,Bangalore,1759,Unfurnished,3.0
SBR One Residence,24600000.0,Bangalore,1752,Unfurnished,3.0
Udbhav Gokulam,15700000.0,Bangalore,1060,Unfurnished,3.0
Sipani City,11900000.0,Bangalore,1660,Unfurnished,3.0
Sipani City,7670000.0,Bangalore,1065,Unfurnished,2.0
Sterling Villa Grande,72000000.0,Bangalore,3500,Unfurnished,3.0
Prestige Silver Oak,72000000.0,Bangalore,4144,Unfurnished,4.0
Raffles Park,105500000.0,Bangalore,6420,Unfurnished,5.0
Urban Poetry Of Earth,42200000.0,Bangalore,3512,Unfurnished,4.0
Sumadhura Edition,31000000.0,Bangalore,2050,Unfurnished,4.0
